,address,num_bedroom,num_bathroom,price,post_code,latitude,longitude,neighborhood,ptype,size
214,2102-158 Front Street,2 bd,2 ba,"1,328,900",M5E1R8,43.650303,-79.368233,Church-Yonge Corridor,condo,1000-1199 sqft
215,2202-158 Front Street,2 bd,2 ba,"1,329,900",M5E1R8,43.650303,-79.368233,Church-Yonge Corridor,condo,1000-1199 sqft
216,2303-158 Front Street,2 bd,2 ba,"929,000",M5E1R8,43.650303,-79.368233,Church-Yonge Corridor,condo,700-799 sqft
217,2604-158 Front Street,2 bd,2 ba,"1,045,000",M5E1R8,43.650303,-79.368233,Church-Yonge Corridor,condo,900-999 sqft
218,1510-714 The West Mall Road,2 bd,2 ba,"449,900",M9B2R5,43.656895,-79.570404,Eringate-Centennial-West Deane,condo,1200-1399 sqft
219,#804-714 The West Mall Road,2 bd,2 ba,"429,900",M9B2R5,43.656895,-79.570404,Eringate-Centennial-West Deane,condo,1200-1399 sqft
220,1711-625 The West Mall Street,3 bd,2 ba,"450,000",M9B2R5,43.655788,-79.571365,Eringate-Centennial-West Deane,condo,1600-1799 sqft
221,1505-714 The West Mall Road,2 bd,1 ba,"449,900",M9B2R5,43.656895,-79.570404,Eringate-Centennial-West Deane,condo,1000-1199 sqft
222,1706-625 The West Mall ,3 bd,2 ba,"488,500",M9B2R5,43.655788,-79.571365,Eringate-Centennial-West Deane,condo,1400-1599 sqft
223,408-714 The West Mall Road,2 bd,1 ba,"449,000",M9B2R5,43.656895,-79.570404,Eringate-Centennial-West Deane,condo,1200-1399 sqft
224,305-625 The West Mall Street,3 bd,2 ba,"429,900",M9B2R5,43.655788,-79.571365,Eringate-Centennial-West Deane,condo,1400-1599 sqft
225,1 Willett Crescent,6 bd,5 ba,"1,799,999",L4C4B9,43.8759,-79.460205,Mill Pond,house,
226,54 Highgrove Crescent,4 bd,4 ba,"1,449,900",L4C4B9,43.87505,-79.463074,Mill Pond,house,3000-3500 sqft
227,1 Highgrove Crescent,4 bd,3 ba,"1,498,000",L4C4B9,43.874619,-79.460739,Mill Pond,house,3000-3500 sqft
228,390 Kerrybrook Drive,3 bd,1 ba,"1,215,000",L4C4B9,43.871273,-79.456062,Mill Pond,house,
229,7 Waverley Crescent,4 bd,5 ba,"1,880,000",L4C4B9,43.871449,-79.460587,Mill Pond,house,3500-5000 sqft
230,447 Mill Street,4 bd,4 ba,"1,500,000",L4C4B9,43.873936,-79.462105,Mill Pond,house,
231,30 Theobalds Circle,4 bd,3 ba,"1,590,000",L4C4B9,43.877674,-79.460258,Mill Pond,house,3000-3500 sqft
232,431 Kerrybrook Drive,4 bd,5 ba,"1,699,000",L4C4B9,43.871361,-79.45787,Mill Pond,house,
233,442 Mill Street,4 bd,3 ba,"1,749,000",L4C4B9,43.873562,-79.461441,Mill Pond,house,
234,131 Grenbeck Drive,3 bd,4 ba,"780,000",M1V4R1,43.823112,-79.292648,Milliken,house,
235,105 Grenbeck Drive,4 bd,2 ba,"799,000",M1V4R1,43.823444,-79.291321,Milliken,house,
236,141 Grenbeck Drive,3 bd,4 ba,"829,000",M1V4R1,43.823002,-79.293098,Milliken,house,1500-2000 sqft
237,3904-159 Dundas Street,1 bd,1 ba,"499,900",M5B1X2,43.656807,-79.375092,Church-Yonge Corridor,condo,500-599 sqft
238,301-33 Lombard Street,1 bd,1 ba,"499,000",M5B1X2,43.651611,-79.375336,Church-Yonge Corridor,condo,500-599 sqft
239,1206-33 Lombard Street,2 bd,2 ba,"829,000",M5B1X2,43.651611,-79.375336,Church-Yonge Corridor,condo,800-899 sqft
240,813-75 Dalhousie Street,2 bd,1 ba,"599,800",M5B1X2,43.655422,-79.3759,Church-Yonge Corridor,condo,700-799 sqft
241,909-155 Dalhousie Street,2 bd,2 ba,"1,258,000",M5B1X2,43.65765,-79.376762,Church-Yonge Corridor,condo,1500-2000 sqft
242,308-75 Dalhousie Street,1 bd,1 ba,"498,800",M5B1X2,43.655422,-79.3759,Church-Yonge Corridor,condo,500-599 sqft
243,1708-220 Victoria Street,1 bd,1 ba,"599,900",M5B1X2,43.654842,-79.379204,Church-Yonge Corridor,condo,500-599 sqft
244,421-155 Dalhousie Street,2 bd,2 ba,"1,149,900",M5B1X2,43.65765,-79.376762,Church-Yonge Corridor,condo,1600-1799 sqft
245,2305-68 Shuter Street,2 bd,2 ba,"799,900",M5B1X2,43.655109,-79.375641,Church-Yonge Corridor,condo,700-799 sqft
246,1303-159 Dundas Street,1 bd,1 ba,"519,000",M5B1X2,43.656807,-79.375092,Church-Yonge Corridor,condo,500-599 sqft
247,1903-68 Shuter Street,1 bd,1 ba,"519,880",M5B1X2,43.655109,-79.375641,Church-Yonge Corridor,condo,500-599 sqft
248,1801-210 Victoria Street,2 bd,3 ba,"988,000",M5B1X2,43.654625,-79.379074,Church-Yonge Corridor,condo,1400-1599 sqft
249,Th 7-80 Adelaide Street,1 bd,2 ba,"765,000",M5B1X2,43.651218,-79.374809,Church-Yonge Corridor,condo,1000-1199 sqft
250,1602-68 Shuter Street,1 bd,1 ba,"597,600",M5B1X2,43.655109,-79.375641,Church-Yonge Corridor,condo,500-599 sqft
251,25 Lombard Street,1 bd,2 ba,"718,300",M5B1X2,43.651588,-79.376198,Church-Yonge Corridor,condo,600-699 sqft
252,4307-159 Dundas Street,2 bd,2 ba,"668,000",M5B1X2,43.656807,-79.375092,Church-Yonge Corridor,condo,600-699 sqft
253,410-82 Lombard Street,2 bd,2 ba,"729,000",M5B1X2,43.65221,-79.374329,Church-Yonge Corridor,condo,1000-1199 sqft
254,917-25 Richmond Street,2 bd,2 ba,"921,551",M5B1X2,43.651913,-79.377182,Church-Yonge Corridor,condo,800-899 sqft
255,8 Burncrest Drive,4 bd,5 ba,"2,499,000",M3H1M1,43.738701,-79.424103,Lansing-Westgate,house,
256,98 Armour Boulevard,4 bd,4 ba,"1,849,000",M3H1M1,43.742718,-79.425491,Lansing-Westgate,house,
257,110 Bidewell Avenue,4 bd,7 ba,"3,488,000",M3H1M1,43.745655,-79.423515,Lansing-Westgate,house,3500-5000 sqft
258,19 Southbourne Avenue,4 bd,4 ba,"1,149,000",M3H1M1,43.738651,-79.432655,Lansing-Westgate,house,
259,101-219 Wilson Avenue,2 bd,1 ba,"369,000",M3H1M1,43.73838,-79.427177,Clanton Park,condo,800-899 sqft
260,1002-265 Ridley Boulevard,2 bd,2 ba,"695,000",M3H1M1,43.739498,-79.424225,Clanton Park,condo,1000-1199 sqft
261,808-3840 Bathurst Street,3 bd,2 ba,"745,000",M3H1M1,43.739925,-79.434868,Clanton Park,condo,1000-1199 sqft
262,219 Bayview Fairways Drive,4 bd,5 ba,"3,199,000",L3T2Z6,43.817009,-79.386902,Bayview Fairway-Bayview Country Club Estates,house,3500-5000 sqft
263,17 Cypress Point Court,4 bd,3 ba,"1,499,000",L3T2Z6,43.818207,-79.384895,Bayview Fairway-Bayview Country Club Estates,house,
264,10 Royal Birkdale Lane,4 bd,3 ba,"1,499,000",L3T2Z6,43.817268,-79.383972,Bayview Fairway-Bayview Country Club Estates,house,
265,225 Bayview Fairways Drive,4 bd,4 ba,"1,600,000",L3T2Z6,43.817146,-79.386215,Bayview Fairway-Bayview Country Club Estates,house,2500-3000 sqft
266,93 Dawn Hill Trail,4 bd,4 ba,"1,199,000",L3T2Z6,43.819977,-79.380898,Bayview Fairway-Bayview Country Club Estates,house,
267,2311-2330 Bridletowne Circle,1 bd,2 ba,"489,000",M1W2L5,43.799725,-79.316254,L'Amoreaux,condo,1200-1399 sqft
268,Ph 12-2330 Bridletowne Circle,2 bd,2 ba,"585,000",M1W2L5,43.799725,-79.316254,L'Amoreaux,condo,1600-1799 sqft
269,710-100 Echo Private,2 bd,2 ba,"299,000",M1W2L5,43.798615,-79.314728,L'Amoreaux,condo,1000-1199 sqft
270,409-100 Echo Private,3 bd,1 ba,"371,900",M1W2L5,43.798615,-79.314728,L'Amoreaux,condo,1200-1399 sqft
271,1607-100 Echo Private,3 bd,2 ba,"382,000",M1W2L5,43.798615,-79.314728,L'Amoreaux,condo,1200-1399 sqft
272,2305-100 Echo Private,3 bd,2 ba,"406,900",M1W2L5,43.798615,-79.314728,L'Amoreaux,condo,1000-1199 sqft
273,1012-2050 Bridletowne Circle,3 bd,2 ba,"395,000",M1W2L5,43.798569,-79.313416,L'Amoreaux,condo,1200-1399 sqft
274,67-121 L'amoreaux Drive,3 bd,2 ba,"598,000",M1W2L5,43.799721,-79.310005,L'Amoreaux,condo,1200-1399 sqft
275,1910-2330 Bridletowne Circle,2 bd,2 ba,"634,900",M1W2L5,43.799725,-79.316254,L'Amoreaux,condo,1600-1799 sqft
276,1351 Devon Road,4 bd,2 ba,"1,559,000",L6J4M6,43.470619,-79.658348,Eastlake,house,1338 sqft
277,1318 Duncan Road,4 bd,7 ba,"3,748,000",L6J4M6,43.470825,-79.66111,Eastlake,house,3500-5000 sqft
278,1351 Devon Road,2 bd,2 ba,"1,559,000",L6J4M6,43.47057,-79.65863,Eastlake,house,1100-1500 sqft
279,1330 Cedarbrae Drive,4 bd,4 ba,"2,295,000",L6J4M6,43.468239,-79.655991,Eastlake,house,2815 sqft
280,1330 Cedarbrae Drive,4 bd,4 ba,"2,295,000",L6J4M6,43.468281,-79.656174,Eastlake,house,2500-3000 sqft
281,251 Cardinal Drive,4 bd,3 ba,"2,099,000",L6J4M6,43.46743,-79.654274,Eastlake,house,2243 sqft
282,251 Cardinal Drive,4 bd,3 ba,"2,099,000",L6J4M6,43.46743,-79.654274,Eastlake,house,2000-2500 sqft
283,1300 Amber Crescent,5 bd,4 ba,"1,798,000",L6J4M6,43.469715,-79.661072,Eastlake,house,2730 sqft
284,1300 Amber Crescent,5 bd,4 ba,"1,798,000",L6J4M6,43.469818,-79.661148,Eastlake,house,2500-3000 sqft
285,1372 Devon Road,6 bd,7 ba,"3,750,000",L6J4M6,43.471088,-79.657707,Eastlake,house,4251 sqft
286,1372 Devon Road,4 bd,7 ba,"3,750,000",L6J4M6,43.471069,-79.657646,Eastlake,house,3500-5000 sqft
287,19 Elm Avenue,5 bd,12 ba,"6,995,000",M4W1R1,43.674614,-79.378609,Rosedale-Moore Park,house,5000 sqft
288,5 Pine Hill Road,4 bd,5 ba,"5,950,000",M4W1R1,43.674141,-79.384903,Rosedale-Moore Park,house,3500-5000 sqft
289,11 Tangmere Road,4 bd,7 ba,"5,388,800",M3C2K9,43.736343,-79.354744,Banbury-Don Mills,house,5000 sqft
290,22 Tangmere Road,3 bd,2 ba,"1,680,000",M3C2K9,43.737118,-79.355186,Banbury-Don Mills,house,
291,942 Hampstead Court,3 bd,3 ba,"780,000",L5C3V9,43.575592,-79.660828,Creditview,house,
292,4139 Quaker Hill Drive,3 bd,3 ba,"789,000",L5C3V9,43.577431,-79.660004,Creditview,house,1500-2000 sqft
293,883 Thistle Down Circle,6 bd,3 ba,"863,000",L5C3V9,43.576965,-79.659164,Creditview,house,
294,883 Thistle Down Circle,4 bd,3 ba,"863,000",L5C3V9,43.576965,-79.659164,Creditview,house,2000-2500 sqft
295,1907 Wildflower Drive,2 bd,2 ba,"700,000",L1V7A3,43.831627,-79.132919,Amberlea,house,
296,416 Woodsmere Crescent,3 bd,3 ba,"754,900",L1V7A3,43.828773,-79.132385,Amberlea,house,
297,586 Springview Drive,4 bd,4 ba,"749,900",L1V7A3,43.831326,-79.127045,Amberlea,house,
298,216 Roslin Avenue,3 bd,2 ba,"1,995,000",M4N1X2,43.731686,-79.392944,Lawrence Park South,house,
299,57 Fairlawn Avenue,4 bd,5 ba,"2,848,000",M4N1X2,43.73032,-79.405487,Lawrence Park South,house,2500-3000 sqft
300,809-3018 Yonge Street,1 bd,1 ba,"719,000",M4N1X2,43.724239,-79.40255,Lawrence Park South,condo,700-799 sqft
301,405-3018 Yonge Street,2 bd,2 ba,"968,000",M4N1X2,43.724239,-79.40255,Lawrence Park South,condo,900-999 sqft
302,508-3018 Yonge Street,2 bd,2 ba,"799,000",M4N1X2,43.724239,-79.40255,Lawrence Park South,condo,800-899 sqft
303,86 English Oak Drive,3 bd,4 ba,"875,000",L4E5B9,43.940311,-79.442497,Oak Ridges Lake Wilcox,townhouse,1500-2000 sqft
304,38 Colonial Crescent,4 bd,4 ba,"848,800",L4E5B9,43.940742,-79.444344,Oak Ridges Lake Wilcox,townhouse,
305,347 Lawson Road,4 bd,4 ba,"999,000",M1C2A2,43.787731,-79.14872,Centennial Scarborough,house,
306,2 D'arcy Magee Crescent,3 bd,2 ba,"849,900",M1C2A2,43.783691,-79.148788,Centennial Scarborough,house,
307,339 Centennial Road,4 bd,5 ba,"2,388,800",M1C2A2,43.789677,-79.151398,Centennial Scarborough,house,3500-5000 sqft
308,24 Cockburn Drive,3 bd,2 ba,"775,000",M1C2A2,43.783241,-79.147156,Centennial Scarborough,house,1500-2000 sqft
309,1008-225 Merton Street,1 bd,1 ba,"519,000",M4S1J6,43.69738,-79.389717,Mount Pleasant East,condo,500-599 sqft
310,702-35 Merton Street,2 bd,2 ba,"649,900",M4S1J6,43.696198,-79.394821,Mount Pleasant East,condo,900-999 sqft
311,507-1815 Yonge Street,2 bd,2 ba,"949,000",M4S1J6,43.696018,-79.395683,Mount Pleasant East,condo,900-999 sqft
312,514-68 Merton Street,1 bd,2 ba,"629,000",M4S1J6,43.696884,-79.394104,Mount Pleasant East,condo,600-699 sqft
313,303-68 Merton Street,1 bd,1 ba,"535,800",M4S1J6,43.696884,-79.394104,Mount Pleasant East,condo,500-599 sqft
314,311-68 Merton Street,1 bd,1 ba,"549,000",M4S1J6,43.696884,-79.394104,Mount Pleasant East,condo,500-599 sqft
315,102-111 Merton Street,2 bd,2 ba,"799,000",M4S1J6,43.696621,-79.393082,Mount Pleasant East,condo,900-999 sqft
316,410-23 Glebe Road,2 bd,2 ba,"808,000",M4S1J6,43.700611,-79.397812,Mount Pleasant East,condo,900-999 sqft
317,1005-23 Glebe Road,2 bd,2 ba,"985,000",M4S1J6,43.700611,-79.397812,Mount Pleasant East,condo,1000-1199 sqft
318,807-225 Merton Street,2 bd,2 ba,"1,399,900",M4S1J6,43.69738,-79.389717,Mount Pleasant East,condo,1200-1399 sqft
319,21 Burton Road,5 bd,6 ba,"5,000,000",M5P2T6,43.692783,-79.417313,Forest Hill South,house,
320,85 Dunloe Road,5 bd,5 ba,"3,600,000",M5P2T6,43.69521,-79.413132,Forest Hill South,house,
321,32 Hawarden Crescent,5 bd,6 ba,"6,095,000",M5P2T6,43.694569,-79.416138,Forest Hill South,house,
322,559 Spadina Road,4 bd,7 ba,"6,000,000",M5P2T6,43.694092,-79.414627,Forest Hill South,house,3500-5000 sqft
323,136 Kilbarry Road,3 bd,4 ba,"3,488,000",M5P2T6,43.693085,-79.414101,Forest Hill South,house,
324,328 John Cramp Path,4 bd,4 ba,"1,233,990",L6M4B9,43.447678,-79.752289,West Oak Trails,house,2000-2500 sqft
325,316 John Cramp Path,4 bd,3 ba,"1,261,990",L6M4B9,43.447678,-79.752289,West Oak Trails,house,
326,1472 Weeping Willow Drive,4 bd,4 ba,"1,499,000",L6M4B9,43.447605,-79.752937,West Oak Trails,house,3000-3500 sqft
327,117 Morgan Avenue,3 bd,1 ba,"1,238,000",L3T2K7,43.808399,-79.411591,Thornhill,house,
328,140 Grandview Avenue,4 bd,3 ba,"1,650,000",L3T2K7,43.803806,-79.40834,Thornhill,house,
329,330 Sumner Avenue,3 bd,2 ba,"1,100,000",L6J3X4,43.450005,-79.667854,1013 - OO Old Oakville,house,1674 sqft
330,490 Anthony Drive,3 bd,2 ba,"1,099,000",L6J3X4,43.459667,-79.67067,1013 - OO Old Oakville,house,1100-1500 sqft
331,472 Anthony Drive,3 bd,2 ba,"1,450,000",L6J3X4,43.459099,-79.671638,1013 - OO Old Oakville,house,1452 sqft
332,112 Elton Park Road,3 bd,1 ba,"1,949,600",L6J3X4,43.455647,-79.658386,1013 - OO Old Oakville,house,1100-1500 sqft
333,215 Forestwood Drive,6 bd,5 ba,"3,975,000",L6J3X4,43.459793,-79.660065,1013 - OO Old Oakville,house,3145 sqft
334,215 Forestwood Drive,3 bd,5 ba,"3,975,000",L6J3X4,43.459904,-79.660141,1013 - OO Old Oakville,house,3000-3500 sqft
335,28 Howard Avenue,2 bd,2 ba,"1,749,000",L6J3X4,43.45145,-79.65773,1013 - OO Old Oakville,house,1500-2000 sqft
336,116 Chartwell Road,4 bd,3 ba,"2,850,000",L6J3X4,43.454369,-79.659843,1013 - OO Old Oakville,house,2314 sqft
337,178 Donessle Drive,5 bd,7 ba,"6,295,000",L6J3X4,43.45499,-79.662888,1013 - OO Old Oakville,house,5000 sqft
338,531 Esplanade ,4 bd,5 ba,"6,998,000",L6J3X4,43.451206,-79.656242,1013 - OO Old Oakville,house,3500-5000 sqft
339,59 Allan Street,5 bd,6 ba,"2,995,000",L6J3X4,43.448166,-79.662987,1013 - OO Old Oakville,house,3960 sqft
340,140 Waterstone Court,4 bd,6 ba,"3,188,000",L6J3X4,43.457108,-79.657684,1013 - OO Old Oakville,house,
341,428 Sheddon Avenue,5 bd,4 ba,"2,600,000",L6J3X4,43.454735,-79.667969,1013 - OO Old Oakville,house,2680 sqft
342,220 Donessle Drive,4 bd,5 ba,"2,995,000",L6J3X4,43.456139,-79.664703,1013 - OO Old Oakville,house,3400 sqft
343,510 Anthony Drive,4 bd,5 ba,"1,875,000",L6J3X4,43.460213,-79.670097,1013 - OO Old Oakville,house,2500-3000 sqft
344,1031 Pinewood Avenue,5 bd,8 ba,"6,299,000",L6J3X4,43.459625,-79.664772,1013 - OO Old Oakville,house,4726 sqft
345,232 Poplar Drive,5 bd,7 ba,"6,598,000",L6J3X4,43.458977,-79.661659,1013 - OO Old Oakville,house,5066 sqft
346,163 Chartwell Road,5 bd,5 ba,"10,500,000",L6J3X4,43.455887,-79.661087,1013 - OO Old Oakville,house,9465 sqft
347,115 Waterstone Court,5 bd,6 ba,"3,498,000",L6J3X4,43.45689,-79.656807,1013 - OO Old Oakville,house,3500-5000 sqft
348,533 Carson Lane,5 bd,7 ba,"2,488,000",L6J3X4,43.452522,-79.657898,1013 - OO Old Oakville,house,
349,11 Park Avenue,4 bd,6 ba,"6,500,000",L6J3X4,43.450275,-79.657829,1013 - OO Old Oakville,house,3500-5000 sqft
350,232 Poplar Drive,4 bd,6 ba,"6,598,000",L6J3X4,43.459122,-79.661812,1013 - OO Old Oakville,house,5000 sqft
351,1031 Pinewood Avenue,4 bd,8 ba,"6,299,000",L6J3X4,43.459564,-79.664703,1013 - OO Old Oakville,house,3500-5000 sqft
352,115 Elton Park Road,4 bd,2 ba,"2,275,000",L6J3X4,43.455879,-79.658051,1013 - OO Old Oakville,house,1500-2000 sqft
353,204-300 Randall Street,1 bd,2 ba,"2,450,000",L6J3X4,43.448689,-79.667465,1013 - OO Old Oakville,condo,1800-1999 sqft
354,Ph3-300 Randall Street,2 bd,3 ba,"3,825,000",L6J3X4,43.448689,-79.667465,1013 - OO Old Oakville,condo,2250-2499 sqft
355,208-331 Sheddon Avenue,4 bd,4 ba,"5,685,000",L6J3X4,43.452736,-79.670494,1013 - OO Old Oakville,condo,4052 sqft
356,301-331 Sheddon Avenue,4 bd,4 ba,"5,885,000",L6J3X4,43.45285,-79.670906,1013 - OO Old Oakville,condo,4190 sqft
357,301-331 Sheddon Avenue,4 bd,4 ba,"5,885,000",L6J3X4,43.452724,-79.670692,1013 - OO Old Oakville,condo,4000-4249 sqft
358,208-331 Sheddon Avenue,4 bd,4 ba,"5,685,000",L6J3X4,43.452724,-79.670692,1013 - OO Old Oakville,condo,4000-4249 sqft
359,53 Fortune Crescent,5 bd,10 ba,"1,590,000",L4S1S7,43.886127,-79.409569,Rouge Woods,house,3000-3500 sqft
360,99 Alpine Crescent,4 bd,5 ba,"1,590,000",L4S1S7,43.882145,-79.414757,Rouge Woods,house,2500-3000 sqft
361,5 Copperstone Crescent,4 bd,5 ba,"1,349,999",L4S1S7,43.887875,-79.413551,Rouge Woods,house,
362,796 Terlin Boulevard,4 bd,3 ba,"1,535,000",L5H1V4,43.545197,-79.610344,Lorne Park,house,2000-2500 sqft
363,1503 Indian Grove ,2 bd,1 ba,"999,000",L5H1V4,43.549362,-79.612984,Lorne Park,house,
364,1344 Woodeden Drive,4 bd,5 ba,"2,798,000",L5H1V4,43.542545,-79.61219,Lorne Park,house,
365,1561 Indian Grove,2 bd,1 ba,"2,250,000",L5H1V4,43.54982,-79.614807,Lorne Park,house,
366,47 Timpson Drive,4 bd,4 ba,"979,000",L4G2P3,43.994648,-79.482101,Aurora Heights,house,2000-2500 sqft
367,24 Machell Avenue,3 bd,2 ba,"629,900",L4G2P3,44.000225,-79.46981,Aurora Heights,house,
368,6 Hammond Drive,2 bd,3 ba,"1,075,000",L4G2P3,43.998707,-79.480881,Aurora Heights,house,
369,111 Hillview Road,4 bd,8 ba,"3,225,000",L4G2P3,43.994675,-79.473625,Aurora Heights,house,5000 sqft
370,55 Timpson Drive,4 bd,3 ba,"1,178,888",L4G2P3,43.994366,-79.482033,Aurora Heights,house,
371,22 Hammond Drive,4 bd,3 ba,"1,299,900",L4G2P3,43.99884,-79.481857,Aurora Heights,house,3500-5000 sqft
372,117 Hillview Road,5 bd,2 ba,"1,259,000",L4G2P3,43.994736,-79.473923,Aurora Heights,house,
373,20 Harriman Road,4 bd,4 ba,"1,890,000",L4G2P3,43.997601,-79.474907,Aurora Heights,house,
374,246 Milestone Crescent,3 bd,2 ba,"359,900",L4G2P3,43.994537,-79.47831,Aurora Village,condo,1200-1399 sqft
375,298 Milestone Crescent,3 bd,2 ba,"479,900",L4G2P3,43.994453,-79.478722,Aurora Village,condo,1200-1399 sqft
376,102-85 Wellington Street,1 bd,1 ba,"429,000",L4G2P3,43.998238,-79.47316,Aurora Village,condo,900-999 sqft
377,213-85 Wellington Street,2 bd,2 ba,"730,000",L4G2P3,43.998238,-79.47316,Aurora Village,condo,1600-1799 sqft
378,10 Loring Doolittle Court,3 bd,3 ba,"579,900",L4G2P3,43.996952,-79.478065,Aurora Village,condo,1600-1799 sqft
379,221 Milestone Crescent,3 bd,2 ba,"459,999",L4G2P3,43.994926,-79.478035,Aurora Village,condo,1200-1399 sqft
380,114-85 Wellington Street,2 bd,1 ba,"429,000",L4G2P3,43.998238,-79.47316,Aurora Village,condo,1000-1199 sqft
381,313 Milestone Crescent,3 bd,2 ba,"454,900",L4G2P3,43.993755,-79.478844,Aurora Village,condo,1600-1799 sqft
382,17 Portree Crescent,4 bd,3 ba,"1,298,888",L3T3V2,43.826694,-79.414551,Royal Orchard,house,
383,10 Marsnow Drive,3 bd,3 ba,"1,350,000",L3T3V2,43.83054,-79.412621,Royal Orchard,house,
384,197 Kirk Drive,4 bd,2 ba,"1,125,000",L3T3V2,43.826004,-79.412773,Royal Orchard,house,2000-2500 sqft
385,37 Romfield Crescent,4 bd,2 ba,"995,000",L3T3V2,43.831264,-79.415703,Royal Orchard,house,1500-2000 sqft
386,30 Normark Drive,4 bd,4 ba,"1,695,000",L3T3V2,43.827534,-79.4254,Royal Orchard,house,
387,194 Romfield Crescent,4 bd,3 ba,"1,260,000",L3T3V2,43.831764,-79.411179,Royal Orchard,house,
388,6 Shaindell Street,3 bd,2 ba,"949,000",L3T3V2,43.832493,-79.411636,Royal Orchard,house,1500-2000 sqft
389,49 Thornheights Road,4 bd,3 ba,"1,888,800",L3T3V2,43.829769,-79.422852,Royal Orchard,house,
390,37 Shieldmark Crescent,4 bd,4 ba,"1,350,000",L3T3V2,43.830559,-79.417839,Royal Orchard,house,
391,138 Bay Thorn Drive,4 bd,3 ba,"1,575,000",L3T3V2,43.823257,-79.416779,Royal Orchard,house,2000-2500 sqft
392,1 Lombardy Lane,4 bd,5 ba,"2,300,000",L3T3V2,43.820408,-79.420769,Royal Orchard,house,2500-3000 sqft
393,106-80 Inverlochy Boulevard,2 bd,2 ba,"445,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1000-1199 sqft
394,510-50 Inverlochy Boulevard,3 bd,2 ba,"512,000",L3T3V2,43.820675,-79.423752,Royal Orchard,condo,1200-1399 sqft
395,404-1 Royal Orchard Boulevard,3 bd,2 ba,"489,900",L3T3V2,43.822639,-79.42466,Royal Orchard,condo,1200-1399 sqft
396,403-8111 Yonge Street,3 bd,2 ba,"699,000",L3T3V2,43.824303,-79.425667,Royal Orchard,condo,1200-1399 sqft
397,1107-60 Inverlochy Boulevard,2 bd,2 ba,"489,000",L3T3V2,43.820904,-79.424629,Royal Orchard,condo,900-999 sqft
398,808-60 Inverlochy Boulevard,3 bd,2 ba,"515,800",L3T3V2,43.820904,-79.424629,Royal Orchard,condo,1200-1399 sqft
399,1006-1 Royal Orchard Boulevard,2 bd,2 ba,"439,000",L3T3V2,43.822639,-79.42466,Royal Orchard,condo,1000-1199 sqft
400,309-80 Inverlochy Boulevard,2 bd,2 ba,"499,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1000-1199 sqft
401,304-80 Inverlochy Boulevard,3 bd,2 ba,"599,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1200-1399 sqft
402,106-80 Inverlochy Boulevard,2 bd,2 ba,"445,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1000-1199 sqft
403,1108-80 Inverlochy Boulevard,3 bd,2 ba,"598,800",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1200-1399 sqft
404,302-50 Inverlochy Boulevard,3 bd,2 ba,"510,000",L3T3V2,43.820675,-79.423752,Royal Orchard,condo,1200-1399 sqft
405,806-8111 Yonge Street,3 bd,2 ba,"849,900",L3T3V2,43.824303,-79.425667,Royal Orchard,condo,1400-1599 sqft
406,1111-8111 Yonge Street,2 bd,2 ba,"549,000",L3T3V2,43.824303,-79.425667,Royal Orchard,condo,1000-1199 sqft
407,1202-8111 Yonge Street,2 bd,2 ba,"499,000",L3T3V2,43.824303,-79.425667,Royal Orchard,condo,1000-1199 sqft
408,204-60 Inverlochy Boulevard,2 bd,2 ba,"646,900",L3T3V2,43.820904,-79.424629,Royal Orchard,condo,1200-1399 sqft
409,409-80 Inverlochy Boulevard,2 bd,2 ba,"428,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1000-1199 sqft
410,509-80 Inverlochy Boulevard,2 bd,2 ba,"399,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1000-1199 sqft
411,501-80 Inverlochy Boulevard,3 bd,2 ba,"450,000",L3T3V2,43.821861,-79.424561,Royal Orchard,condo,1000-1199 sqft
412,1811-8111 Yonge Street,2 bd,2 ba,"619,000",L3T3V2,43.824303,-79.425667,Royal Orchard,condo,1000-1199 sqft
413,19 Marisa Court,4 bd,3 ba,"639,900",L6C0T3,43.212242,-79.868645,Keswick North,house,
414,31 Knotty Pine Avenue,4 bd,3 ba,"608,000",L6C0T3,43.395863,-80.381622,Keswick North,house,
415,18 Barwell Crescent,3 bd,2 ba,"848,000",L6C0T3,43.729195,-79.56765,Keswick North,house,
416,35 Laurelbank Crescent,4 bd,3 ba,"765,000",L6C0T3,44.232979,-79.450417,Keswick North,house,1500-2000 sqft
417,87 Dunraven Drive,2 bd,1 ba,"653,946",L6C0T3,43.685089,-79.46682,Keswick North,house,700-1100 sqft
418,99 Abner Miles Drive,4 bd,5 ba,"1,998,800",L6C0T3,43.872009,-79.467789,Keswick North,house,3500-5000 sqft
419,3 Johnson Road,2 bd,2 ba,"788,800",L6C0T3,43.98127,-79.478806,Keswick North,house,
420,119 Upper Canada Drive,5 bd,5 ba,"2,500,000",L6C0T3,43.756695,-79.40062,Keswick North,house,3500-5000 sqft
421,62 Reddenhurst Crescent,3 bd,2 ba,"559,900",L6C0T3,44.197315,-79.463844,Keswick North,house,1100-1500 sqft
